,Column_A,Column_B,Column_C,Column_D,Column_E,target
0,0.05288882895443043,0.2272163752180555,0.6665835851621607,0.8387598502292718,-0.10367084990234088,50.51889883146836
1,0.1222081901658839,-1.2916963804120607,-0.30831347842034995,1.981709742975156,0.044096318807025046,11.110092425230256
2,-0.07162828208150306,0.468259932798737,-1.529134507082303,1.627090278721663,0.3778495190716503,26.312213023166557
3,0.8940257168879128,1.0631101715013247,0.9248411209214549,1.1138880938889613,-0.5091650151321001,155.69351062276635
4,-0.6669003164146633,0.7114361830852654,-1.599986684052682,-1.2979636024583696,-0.2556857220861361,-99.0803140583051
5,1.3086379060231446,0.0008737972394588993,-0.7364985344004003,-0.8543146849939619,1.5207529529527295,69.40864594336068
6,-0.9200352622657981,-1.5233782945948122,0.18645194532528717,-0.4076150915332996,0.17831300833620875,-131.9500423592059
7,-0.21957805585994894,0.2905424099079752,1.5813552621478357,0.6019151390260559,-0.14607038747334575,45.89595276248082
8,0.02971796759708081,0.7441267151769556,-0.033125904199884995,-1.0441407598692503,1.3853502238694178,9.648671138629702
9,0.15034856240402228,0.19138529745475058,-0.2806082154465926,-1.881356957451843,-0.2332241220375872,-43.04178655347313
10,-0.01020353314927489,-0.5329298064503448,-0.2500405333383083,-0.9236495039386563,-1.3821166087016452,-62.611932431648384
11,-0.38629714299899026,-0.21587093682375477,-0.38814654866153886,0.9346691008583787,0.24345935332992275,-17.63755275849097
12,-0.9630323654104389,-0.6220979195819925,-1.4492597311942068,-0.9208155368175609,0.6644699863573509,-149.8348355513562
13,-0.26697912204085567,-0.2628227391717552,-2.4894601384696777,-0.9335391522421331,0.02433246741784582,-112.53369911262459
14,-1.101298194551862,0.063538967063726,0.36076679858949984,1.9939863440929866,1.2541300536631164,-6.883105650694191
15,-0.030252207293738835,0.07362238373519471,-0.6323752131995202,-2.0552169210814357,0.38601707414101655,-69.35164401081455
16,0.18397198010087795,-0.07917034900037061,-1.1905590203203662,-0.10489192102075443,-0.6503202641802495,-23.738800027617614
17,1.0614969571619473,0.07609659971161419,-1.1664334773464944,1.278948656374381,-1.6241201579645783,80.99036268040527
18,0.7628110239507581,-0.02513887507618557,0.022681902808380415,1.1127631657008403,1.070498179370932,96.82893638874648
19,0.537107500820417,-0.9778659717451019,-1.5210191464711014,3.0765724458951897,0.534883172304308,61.40218355438694
20,-0.23296650294473753,-0.47534153214690883,0.30280325446134354,-1.141628063835087,-0.6723368971221427,-65.75215652755782
21,0.8272326440268909,0.26679019097274936,0.3548106826342405,0.01545305928353078,-0.5514362730057212,76.81114679847495
22,-0.5378084545698257,0.032028521693168895,0.8154878278427113,-0.3306102092714866,0.7505050329286646,-24.87393792314426
23,0.5811782745114323,0.6093727342687107,0.003433357721769863,0.5529493947816959,0.6479287043559715,87.07991036006563
24,2.3399738114652973,-0.19966936002510685,-0.6538357489004266,2.321342209858257,-0.05982469509579114,220.3103832231965
25,0.39392439205269425,1.2379197143876244,0.8516501552429754,-1.0933514775087276,-0.5780518227970216,59.49144690457872
26,0.8505841728768536,-0.6801857678935193,0.2006299444545729,0.1329751752535997,0.436325724053065,50.75150319248485
27,-1.1751506796528794,-1.0836191016027847,-0.5738666947676654,0.7259065505491228,0.5101610827246533,-117.54037743464525
28,-0.6835713811503163,0.7394375437298004,-1.7419810113492356,1.4747294784697946,-0.31077044949667815,-24.206554645999596
29,-0.10383813969163862,0.5216854788143505,0.32821703253761464,-0.7857700207927185,0.43635651736777925,-0.21619074179870879
30,-0.1065102179892718,-0.5722114374361568,-1.2472151186407758,1.801454396694455,-0.3605874773480096,-8.94790112088154
31,-1.2235394765890688,-0.4117997634519113,-0.7442496589562317,1.490757064723518,-1.3623620011052013,-92.40340008291295
32,-0.543310030437145,2.5766203706116992,0.7319710851445276,0.911516207625393,1.3939712979792005,106.93450135802135
33,0.09544161660285234,0.4214797724812601,-0.800903295769888,1.3521822947068043,0.1328884875320654,44.066404902090255
34,0.3866639346241249,-0.4753370139967082,-0.015347846621749038,-0.04814015415449619,1.2166909608317966,18.996357970579634
35,0.5029385586143904,-0.7264598025885344,-0.8757201904954784,0.1176257156254509,1.6636026841430123,7.075973140418402
36,1.040446859939748,-0.4646968543407137,0.03468676860952283,-0.8771348982344859,0.6524290895455258,42.25432445442124
37,-0.047009879947158974,0.2993336508539853,0.014285485575562267,-0.46036834804739357,-0.9161431112690113,-12.038534501985591
38,0.36029949695487284,-0.6710803115143916,0.07647184257876048,-0.0018844136346524345,0.7109835046713557,9.40098484415079
39,-0.5055903461450035,-1.505989449820288,-0.5844018006587819,1.7531218453830473,0.9343377605879507,-50.42903089083843
40,-0.055875656074095746,-0.6772413861925528,0.10780870510926409,-0.48563660379693885,0.9723184252991292,-33.39555804625603
41,-0.6501926492707768,1.2173229520567583,2.132486722558007,0.0162841553734637,-2.194554911308071,28.212192159739843
